ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Enterprise city,Alabama,124184,City,Sex and Age,27724,Male vs Female Percent,26001,*,49.5,47.8,,50.5,52.2,,Age Distribution,7.3,6.5,,7.1,6.3,,7.4,7.7,,6.6,6.9,,6.6,8,*,14.4,13.8,,15.1,13.6,,12.4,11.2,,5.2,7.9,*,4.9,3.7,,6.8,7.4,,4.8,4.3,,1.4,2.8,*,35.3,35.6,,73.5,74.5,,70.2,71.1,,15.8,16.4,,13,14.4,*,20379,19381,*,48.5,48,,51.5,52,,3611,3755,,40.6,38.6,,59.4,61.4,,Race,27724,26001,*,97.9,97.1,,Race Distribution,2.1,2.9,,97.9,97.1,,73.6,75.4,,20.9,18.8,,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,2.2,1.7,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0.8,,2.1,2.9,,N,0.4,,N,0.7,,N,0.8,,N,0.1,,27724,26001,*,75.7,78.1,,22,19.4,,1.3,1.4,,2.5,2.8,,N,N,,0.9,1.3,,Hispanic or Latino,27724,26001,*,Hispanic or Latino,8.6,8.5,,5.2,3.7,,1.2,1.3,,0,0,,2.2,3.4,,91.4,91.5,,66.4,68.8,,20.6,18.4,,0.1,0.3,,2.2,1.6,,0,0,,0.1,0.3,,2,2.1,,0,0,,2,2.1,,12000,11630,
Florence city,Alabama,126896,City,Sex and Age,39735,Male vs Female Percent,39203,*,44.9,46.2,,55.1,53.8,,Age Distribution,5.4,5.1,,4.4,6.7,*,5.7,6.5,,7.5,7.6,,11.6,11.2,,12.3,11.8,,10,9.8,,11.5,12.8,,7.2,5.8,,6.3,5.6,,9.4,8.5,,6.2,6.4,,2.5,2.2,,37.7,36.1,,81.5,78.6,*,74,71,*,21.3,20.1,,18.2,17.1,,32370,30804,*,45,45,,55,55,,7221,6686,,40.3,39.8,,59.7,60.2,,Race,39735,39203,*,98.6,98.7,,Race Distribution,1.4,1.3,,98.6,98.7,,76.2,76.2,,20.1,18.9,,0.5,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,1.1,1.7,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.8,1.3,,1.4,1.3,,0.7,0.8,,0.2,0.3,,0.1,0,,0.1,0,,39735,39203,*,77.3,77.3,,21,19.8,,0.8,1,,1.3,1.7,,N,N,,0.9,1.4,,Hispanic or Latino,39735,39203,*,Hispanic or Latino,2.5,2.9,,N,N,,N,N,,N,N,,N,N,,97.5,97.1,,74.5,74.8,,20,18.7,,0.5,0.6,,1.1,1.7,*,0.1,0,,0.1,0,,1.2,1.3,,0.1,0.1,,1.2,1.2,,20045,19288,
Gadsden city,Alabama,128696,City,Sex and Age,36682,Male vs Female Percent,37007,*,47.1,45.8,,52.9,54.2,,Age Distribution,7.4,7.1,,5.3,6.5,,6.4,5.9,,5.2,6.9,*,7.5,5.9,*,13.4,13.4,,11.4,11.9,,13.7,13.1,,7.4,6.3,,5.7,5.8,,8.9,8.1,,5,5.9,,2.6,3.2,,39.4,38.5,,77.7,76.2,,74,72.2,,19.8,20.4,,16.5,17.2,,28512,28217,,45.3,44,,54.7,56,,6062,6353,,38.3,36.7,,61.7,63.3,,Race,36682,37007,*,98.2,97.1,,Race Distribution,1.8,2.9,,98.2,97.1,,58.9,57.9,,36.7,37.7,,0.7,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,0.8,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.5,,1.8,2.9,,N,N,,N,N,,N,N,,N,N,,36682,37007,*,60.4,60.5,,37.3,39.6,*,1.6,0.9,,0.9,0.9,,N,N,,1.6,1,,Hispanic or Latino,36682,37007,*,Hispanic or Latino,5.2,4.6,,N,N,,N,N,,N,N,,N,N,,94.8,95.4,,55.7,54.8,,36.7,37.7,,0.2,0.2,,0.8,0.7,,0,0,,0,0,,1.5,1.9,,0.2,0,,1.3,1.9,,18014,18980,*
Homewood city,Alabama,135800,City,Sex and Age,25389,Male vs Female Percent,25137,*,50.9,46.8,*,49.1,53.2,*,Age Distribution,7.9,7.7,,6.2,7,,6.4,4.7,,9.2,9.6,,11.5,14,,19.7,17.4,,12.8,11.4,,8.6,11.2,*,4,4.5,,4.7,3.9,,4.2,3.6,,2.9,2.9,,1.9,2.2,,29.2,28.1,,76.1,77.9,,67.7,68.2,,10.9,10,,9,8.6,,19321,19574,,48.8,45,,51.2,55,,2273,2169,,35,41.8,,65,58.2,,Race,25389,25137,*,99.4,98.8,,Race Distribution,0.6,1.2,,99.4,98.8,,78.7,75.6,,17,18.8,,0,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,2.4,1.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,2.3,,0.6,1.2,,N,N,,N,N,,N,N,,N,N,,25389,25137,*,79.2,76.8,,17,19.1,,N,0.5,,3,2.4,,N,N,,1.4,N,,Hispanic or Latino,25389,25137,*,Hispanic or Latino,7.2,5.3,,N,N,,N,N,,N,N,,N,N,,92.8,94.7,,73.4,72.8,,16.3,18.8,,0,0.2,,2.4,1.8,,0,0,,0,0,,0.6,1.2,,0.1,0.1,,0.5,1.1,,10463,11225,*
Hoover city,Alabama,135896,City,Sex and Age,83154,Male vs Female Percent,80265,*,47.4,47.8,,52.6,52.2,,Age Distribution,6.5,7.3,,8.3,7.7,,7,7.8,,5.2,5.7,,4.6,5.8,,14.9,15.3,,14.6,14.9,,12.9,13.3,,6.2,5.5,,6.7,5.5,*,7.7,6.1,*,3.8,3.5,,1.6,1.6,,37.2,35.4,*,74.3,72.9,,72.5,70.9,,16.6,14,*,13.1,11.2,*,61797,58477,*,47.8,46.7,,52.2,53.3,,10870,9000,*,45,42.5,,55,57.5,,Race,83154,80265,*,98.6,99.5,*,Race Distribution,1.4,0.5,*,98.6,99.5,*,75.1,73,,13.7,14,,0.3,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,4.7,6.2,,1.7,(X),,1,(X),,0.3,(X),,0.1,(X),,0.1,(X),,1.2,(X),,0.4,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,4.6,6.2,,1.4,0.5,*,0.3,N,,0.6,N,,0.3,N,,0.2,N,,83154,80265,*,76.4,73.4,,14.2,14,,1.1,0.3,*,5.1,6.3,,N,N,,4.7,6.5,,Hispanic or Latino,83154,80265,*,Hispanic or Latino,6.7,8.3,,5.4,5.7,,0.5,0.3,,0,0.3,,0.7,2.1,*,93.3,91.7,,73.2,70.5,,13.6,14,,0.3,0.1,,4.7,6,,0,0,,0.1,0.8,,1.4,0.3,*,0,0.1,,1.4,0.2,*,34637,33680,
Huntsville city,Alabama,137000,City,Sex and Age,183702,Male vs Female Percent,178358,*,48.9,48.7,,51.1,51.3,,Age Distribution,6.2,6.2,,5.8,5.9,,5.7,5.8,,7,7.4,,8.1,8.5,,14.7,14.2,,12,12.4,,14.7,14.7,,6.1,5.6,,5.6,5.4,,7.7,7.4,,4.5,4.7,,1.8,1.8,,36.7,36.5,,78.6,78.3,,73.6,72.5,*,17.1,16.9,,14,13.9,,144325,139636,*,48.4,47.8,,51.6,52.2,,25711,24768,,42.8,41.9,,57.2,58.1,,Race,183702,178358,*,97.1,97.5,,Race Distribution,2.9,2.5,,97.1,97.5,,62.3,63.1,,31,30.8,,0.5,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,2.1,2.5,,0.5,(X),,0.5,(X),,0.2,(X),,0.1,(X),,0.2,(X),,0.3,(X),,0.3,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.7,,2.9,2.5,,0.6,0.7,,0.6,0.6,,0.6,0.4,,0.1,0.1,,183702,178358,*,64.6,65.2,,32.3,32,,1.3,1.2,,3.1,3.1,,0.3,0.2,,1.8,1,*,Hispanic or Latino,183702,178358,*,Hispanic or Latino,5.8,5.4,,3.9,4,,0.8,0.5,,0.1,0,,1,0.8,,94.2,94.6,,58.8,58.8,,30.7,30.7,,0.4,0.3,,2.1,2.5,,0,0.1,,0.1,0.1,,2.1,2.2,,0.1,0.1,,2,2.2,,86529,84951,
Madison city,Alabama,145784,City,Sex and Age,46168,Male vs Female Percent,41868,*,50.5,49.2,,49.5,50.8,,Age Distribution,6.1,5,,7.7,8.1,,8.5,9.5,,6.8,7.7,,6.3,6,,12.9,9.3,*,12.6,17.4,*,18.5,19,,7.1,6.2,,4.6,3.8,,5.4,4.9,,2.3,2.4,,1.1,0.8,,36.7,37.6,,73.5,72.3,,69.8,68.4,,11.8,9.8,*,8.8,8.1,,33932,30266,*,49.9,48.2,,50.1,51.8,,4085,3389,*,50.2,42.8,*,49.8,57.2,*,Race,46168,41868,*,97.3,98.8,*,Race Distribution,2.7,1.2,*,97.3,98.8,*,76,76.8,,12.7,14.3,,0.8,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,6.7,6.4,,2.8,(X),,1.4,(X),,0.6,(X),,0,(X),,1.3,(X),,0.3,(X),,0.3,(X),,0.4,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.6,,2.7,1.2,*,0.4,N,,0.6,N,,1.1,N,,0,N,,46168,41868,*,78.4,77.7,,13.7,14.8,,1.6,1.2,,8.1,6.7,,N,N,,0.8,0.8,,Hispanic or Latino,46168,41868,*,Hispanic or Latino,3.3,2.9,,1.3,N,,1,N,,0.1,N,,1,N,,96.7,97.1,,73.1,74.8,,12.7,14,,0.8,0.6,,6.7,6.4,,0.4,0.1,,0.4,0.1,,2.5,1.2,*,0,0.2,,2.5,1,*,18224,16952,*
Mobile city,Alabama,150000,City,Sex and Age,194878,Male vs Female Percent,195631,*,47.8,47,*,52.2,53,*,Age Distribution,6.7,7,,6.1,6.6,,6.5,6.5,,6.6,8.1,*,8.6,8.1,,14,13.1,*,12,11.6,,12.8,14.6,*,6.5,6.4,,5.9,4.6,*,7.7,6.8,*,4.5,4.7,,2.1,2,,36.1,35.5,,76.8,75.2,*,72.4,70.3,*,17.7,15.9,*,14.2,13.5,*,149749,147057,*,47,46.1,*,53,53.9,*,27691,26384,*,39.1,38.7,,60.9,61.3,,Race,194878,195631,*,98.8,98.8,,Race Distribution,1.2,1.2,,98.8,98.8,,45.4,46.3,,51.4,50.1,,0.2,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,1.4,,0.2,(X),,0.1,(X),,0.3,(X),,0,(X),,0,(X),,0.4,(X),,0.2,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.7,,1.2,1.2,,0.4,0.4,,0.2,0.4,,0.1,0.1,,0.1,0.1,,194878,195631,*,46.3,47.3,,52.2,50.7,*,0.7,0.8,,1.5,1.6,,0,0,,0.7,0.8,,Hispanic or Latino,194878,195631,*,Hispanic or Latino,2.5,2.4,,0.9,1,,0.2,0.2,,0.2,0.3,,1.2,1,,97.5,97.6,,43.6,44.6,,51.3,50,,0.2,0.3,,1.3,1.4,,0,0,,0,0.1,*,1.1,1.1,,0.1,0,,1,1.1,,90669,88666,*
Montgomery city,Alabama,151000,City,Sex and Age,204478,Male vs Female Percent,204912,*,46.8,47.3,*,53.2,52.7,*,Age Distribution,7.2,7,,6.6,7,,7.1,6.6,,7.5,7.6,,8.4,8.6,,14.5,14.2,,12.3,12.8,*,12.5,13.7,*,6.3,5.7,*,5.2,5,,7,6.2,*,3.7,4.1,*,1.7,1.5,,34.2,34.2,,75,75.1,,69.6,70,,15.3,14.5,*,12.4,11.8,*,153316,153841,,45.8,46.4,*,54.2,53.6,*,25365,24219,*,39.5,39.1,,60.5,60.9,,Race,204478,204912,*,98.8,98.7,,Race Distribution,1.2,1.3,,98.8,98.7,,36.7,39.3,*,58.3,56,*,0.3,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,2.2,2,,0.3,(X),,0.2,(X),,0.3,(X),,0,(X),,0.8,(X),,0.3,(X),,0.4,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,0.9,,1.2,1.3,,0.4,0.5,,0.1,0.1,,0.1,0.2,*,0,0.2,*,204478,204912,*,37.5,40.3,*,59,56.9,*,0.5,0.8,*,2.7,2.3,*,N,N,,1.7,0.9,*,Hispanic or Latino,204478,204912,*,Hispanic or Latino,3.7,3.7,,2.2,2.5,,0.3,0.5,,0.1,0,,1.1,0.7,,96.3,96.3,,34.5,36.9,*,58.1,55.7,*,0.2,0.3,*,2.2,2,,0,0.1,,0.1,0,,1.2,1.2,,0.3,0.1,,0.9,1.2,,92360,91876,
Mountain Brook city,Alabama,151696,City,Sex and Age,20387,Male vs Female Percent,20401,,48.3,46.2,,51.7,53.8,,Age Distribution,7.3,6.2,,8.6,9.2,,9.5,9.2,,7.6,7.2,,2.5,3.4,,10.6,7.1,*,12.1,12.8,,16.9,18.3,,5.4,6.8,,4.6,4.1,,8.4,7.6,,3.9,5.7,*,2.7,2.4,,39.2,40.8,,69,70.6,,66,67.4,,17.7,17.5,,15,15.6,,14060,14403,,49.5,46.2,*,50.5,53.8,*,3049,3190,,45.8,44,,54.2,56,,Race,20387,20401,,N,N,,Race Distribution,N,N,,N,N,,N,N,,N,N,,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,20387,20401,,95.3,98,,N,N,,N,N,,2,1.8,,N,N,,N,N,,Hispanic or Latino,20387,20401,,Hispanic or Latino,2.2,0,*,N,N,,N,N,,N,N,,N,N,,97.8,100,*,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,7674,8141,
Northport city,Alabama,155200,City,Sex and Age,24133,Male vs Female Percent,22994,*,45.1,46,,54.9,54,,Age Distribution,6.5,8.2,,7.2,5.1,,7.7,8.3,,4.7,8.9,*,7.4,8,,18.7,17.4,,11.8,12.6,,10.1,10.3,,7.7,6.3,,5,4.9,,7,4.3,*,3.4,4.5,,2.8,1.3,*,33.6,31,*,75.5,75.7,,72.4,68.6,*,15.8,12.5,*,13.2,10.1,*,18228,17414,*,44.2,43.5,,55.8,56.5,,3182,2325,*,38.4,35.1,,61.6,64.9,,Race,24133,22994,*,N,N,,Race Distribution,N,N,,N,N,,N,N,,N,N,,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,24133,22994,*,70.5,74.2,,27.6,24.8,,0.9,0.3,,1.5,N,,N,N,,N,N,,Hispanic or Latino,24133,22994,*,Hispanic or Latino,1.3,4.4,*,N,N,,N,N,,N,N,,N,N,,98.7,95.6,*,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,10001,9538,
Opelika city,Alabama,157048,City,Sex and Age,28007,Male vs Female Percent,26241,*,46.9,48.4,,53.1,51.6,,Age Distribution,6.6,5.6,,6.5,5.5,,5.5,8,*,7.2,6.9,,7.8,6.1,,14.1,12.6,,11.8,14.9,*,13.7,15.8,,6.7,6.9,,6.2,5.6,,7.6,7.3,,5,3.8,,1.4,1.1,,37.2,38.3,,76.3,76.6,,73.1,72.5,,17.7,15.4,,14,12.2,,21375,20100,*,45.1,48.3,*,54.9,51.7,*,3919,3204,*,38.6,41.4,,61.4,58.6,,Race,28007,26241,*,98.2,97.8,,Race Distribution,1.8,2.2,,98.2,97.8,,51.1,53.5,,39.7,42.5,,0,0.8,*,N,(X),,N,(X),,N,(X),,N,(X),,1.1,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,6.3,0.2,*,1.8,2.2,,N,N,,N,N,,N,N,,N,N,,28007,26241,*,52.6,55.2,,40.5,44.1,,1.3,1.3,,1.1,1.2,,N,N,,6.3,0.2,*,Hispanic or Latino,28007,26241,*,Hispanic or Latino,6.6,7.1,,N,N,,N,N,,N,N,,N,N,,93.4,92.9,,50.5,47.5,,39.6,42.2,,0,0.2,,1.1,0.9,,0,0,,0.5,0,,1.6,2.1,,0,0,,1.6,2.1,,12655,12503,
Oxford city,Alabama,157576,City,Sex and Age,22052,Male vs Female Percent,21484,,47.3,45.8,,52.7,54.2,,Age Distribution,6.9,7.8,,7.5,7.1,,8.2,7.3,,6.3,7,,5.4,5.9,,11.2,13.1,,15.1,14,,15.3,15.1,,6.5,5.6,,4,6.4,*,6.9,5,,4.8,4.7,,1.9,1.1,,37.9,36.6,,73.5,73.1,,70.2,70.5,,16,14.2,,13.6,10.8,*,16205,15710,,47.2,45.9,,52.8,54.1,,2999,2327,*,38.1,37.1,,61.9,62.9,,Race,22052,21484,,97,98.7,,Race Distribution,3,1.3,,97,98.7,,84.1,76,*,10.6,15.5,,0,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,1.2,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,1.7,5,*,3,1.3,,N,N,,N,N,,N,N,,N,N,,22052,21484,,86.5,77.4,*,11.5,16.1,,0.7,N,,1.4,1.4,,N,N,,2.9,5,,Hispanic or Latino,22052,21484,,Hispanic or Latino,7.5,5.7,,N,N,,N,N,,N,N,,N,N,,92.5,94.3,,79.2,75.6,,10.6,15.3,,0,0.2,,0.5,1.2,,0,0.8,,0,0,,2.1,1.3,,0.3,0,,1.8,1.3,,8258,9271,*
Pelham city,Alabama,158848,City,Sex and Age,21980,Male vs Female Percent,20964,*,48,49.3,,52,50.7,,Age Distribution,3.9,7.8,*,6.6,7.7,,7.3,5.9,,6.2,5.5,,6.4,8.6,,12.4,15.7,,16.5,16.7,,17,13.6,*,6.1,5.4,,6,4.6,,6.4,4.6,*,3.8,3.1,,1.5,0.8,,39.2,34,*,78.8,74.8,*,74.3,71.8,,15.1,11.2,*,11.7,8.4,*,17323,15683,*,47.1,49,,52.9,51,,2567,1770,*,44.8,42.1,,55.2,57.9,,Race,21980,20964,*,99.4,99.6,,Race Distribution,0.6,0.4,,99.4,99.6,,85.1,86.6,,8,6.1,,0.4,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,2,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,5.3,4.7,,0.6,0.4,,N,N,,N,N,,N,N,,N,N,,21980,20964,*,85.7,87,,8.1,6.3,,N,N,,1,2.3,*,N,N,,5.3,4.7,,Hispanic or Latino,21980,20964,*,Hispanic or Latino,10.3,15.3,,N,N,,N,N,,N,N,,N,N,,89.7,84.7,,79.8,N,,8,N,,0.4,N,,0.6,N,,0,N,,0.3,N,,0.6,N,,0,N,,0.6,N,,9289,8093,*
Phenix City city,Alabama,159472,City,Sex and Age,37403,Male vs Female Percent,32147,*,47.2,46.5,,52.8,53.5,,Age Distribution,8.4,7.9,,6.9,7.5,,8.1,7.6,,7,6.8,,8.3,8.5,,16.2,14.7,,12.5,12.7,,12.2,11.6,,5.3,5.1,,4.2,5.7,*,5.7,6.9,*,4.2,3.6,,1,1.3,,31.9,33.1,,72,72.5,,67.4,68.9,,13.3,15.6,*,10.9,11.9,,26929,23321,*,45.2,45.2,,54.8,54.8,,4078,3822,,37.4,40.9,,62.6,59.1,,Race,37403,32147,*,97.6,98.7,,Race Distribution,2.4,1.3,,97.6,98.7,,47.8,49.8,,47,47.4,,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.6,0.5,,2.4,1.3,,N,N,,N,N,,N,N,,N,N,,37403,32147,*,50,51,,48.2,48.4,,1.1,0.5,,1.6,1,,N,N,,1.6,0.6,,Hispanic or Latino,37403,32147,*,Hispanic or Latino,5.7,4.3,,N,N,,N,N,,N,N,,N,N,,94.3,95.7,,44.3,46.6,,46.9,47,,0,0.1,,1.2,0.9,,0.1,0,,0.1,0,,1.7,1.2,,0,0,,1.7,1.2,,16604,14842,*
Prattville city,Alabama,162328,City,Sex and Age,34746,Male vs Female Percent,32811,*,47.1,48,,52.9,52,,Age Distribution,6.5,6.4,,6.9,7.5,,8.4,8.8,,7.6,9.3,*,6.3,5.6,,12.8,11.7,,14.1,15.2,,15.1,13.2,,6.2,4.1,*,3.2,6.5,*,7.6,6.9,,4.5,3.3,,0.6,1.5,*,36.2,35.6,,74.1,72.3,,69.1,66.8,*,14.7,15.5,,12.8,11.7,,25740,23712,*,47,47.5,,53,52.5,,4438,3841,*,38.5,38.7,,61.5,61.3,,Race,34746,32811,*,98,98.9,,Race Distribution,2,1.1,,98,98.9,,74.9,81.9,*,19.2,15.3,*,0.4,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,1.7,1,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.8,0.6,,2,1.1,,0.8,N,,0.6,N,,0.4,N,,0,N,,34746,32811,*,76.7,83.1,*,20,15.5,*,1,0.7,,2.3,1.4,*,N,N,,2,0.6,*,Hispanic or Latino,34746,32811,*,Hispanic or Latino,4.1,2.7,*,N,N,,N,N,,N,N,,N,N,,95.9,97.3,*,72.3,79.9,*,19.1,15,*,0.4,0.1,*,1.7,1,*,0,0,,0.5,0.2,,2,1.1,,0.2,0,,1.8,1.1,,13553,13337,
Prichard city,Alabama,162496,City,Sex and Age,22456,Male vs Female Percent,23145,*,44.3,48.8,*,55.7,51.2,*,Age Distribution,8.8,4.6,*,7.9,6,,7,7.8,,7.4,7.7,,7.1,7.7,,11.9,11.6,,9.9,11.3,,14.2,17.1,*,7.8,7.8,,5.3,5.6,,8.3,6.9,,3.4,4.6,*,1.1,1.3,,35,39.3,*,71.7,76.9,*,67,72.9,*,15.5,16.2,,12.7,12.8,,16109,17798,*,40.8,45.7,*,59.2,54.3,*,2857,2960,,33.2,39.8,,66.8,60.2,,Race,22456,23145,*,N,N,,Race Distribution,N,N,,N,N,,N,N,,N,N,,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,(X),,N,(X),,N,(X),,N,(X),,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,22456,23145,*,16.7,13.6,,82.9,86.3,,0.6,0.6,,N,N,,N,N,,N,N,,Hispanic or Latino,22456,23145,*,Hispanic or Latino,0.1,0.7,,N,N,,N,N,,N,N,,N,N,,99.9,99.3,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,10020,10487,
