ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Albany-Schenectady-Troy,New York,10580,Metro,Sex and Age,875306,Male vs Female Percent,868825,c,48.9,48.8,,51.1,51.2,,Age Distribution,5.3,5.4,*,5.6,5.9,*,6,6.2,*,7.3,7.5,*,7.8,7.4,*,12.4,11.9,*,12.3,13.4,*,15.1,15.6,*,7.3,6.8,*,6.2,5.8,*,7.8,7,*,4.4,4.7,*,2.4,2.3,,40,39.5,*,79.3,78.4,*,74.1,73.2,*,18.3,17.2,*,14.7,14,*,694018,680886,*,48.3,48.1,*,51.7,51.9,*,128598,121508,*,42.9,42,*,57.1,58,*,Race,875306,868825,c,97.2,97.7,*,Race Distribution,2.8,2.3,*,97.2,97.7,*,84.5,85.6,*,7.8,7.3,*,0.2,0.3,*,N,(X),,N,(X),,N,(X),,N,(X),,3.5,3,*,1.1,(X),,1,(X),,0.3,(X),,0.1,(X),,0.4,(X),,0.1,(X),,0.6,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,1.4,,2.8,2.3,*,1.2,0.8,*,0.3,0.4,,0.5,0.5,,0,0.1,*,875306,868825,c,87,87.6,*,9.4,8.4,*,0.7,1,*,4.3,3.7,*,0.1,0.1,,1.6,1.7,,Hispanic or Latino,875306,868825,c,Hispanic or Latino,4.5,4,c,0.6,0.5,,2.5,2.1,*,0.2,0.1,*,1.2,1.3,,95.5,96,c,82,83.3,*,7.2,7,,0.1,0.3,*,3.5,3,*,0,0,,0.4,0.3,,2.3,2,*,0.2,0.1,,2.2,1.9,*,394174,391871,*
Albemarle,North Carolina,10620,Micro,Sex and Age,60530,Male vs Female Percent,60503,c,50.2,49.8,*,49.8,50.2,*,Age Distribution,5.4,6,*,5.9,6.7,,7,6,,6.9,6.9,,6.8,6.6,,10.4,11.1,,13.1,13.9,*,14.7,14.3,,6.3,6.7,,7,6.5,,9.4,8.7,*,5.4,4.9,*,1.7,1.8,,41.3,40.1,*,77.9,77.2,*,73.7,72.9,*,20.6,18.6,*,16.5,15.3,*,47143,46708,*,49.5,49.1,*,50.5,50.9,*,9967,9286,*,43.7,42.4,*,56.3,57.6,*,Race,60530,60503,c,97.9,98.7,,Race Distribution,2.1,1.3,,97.9,98.7,,85.1,84.7,,10.1,11.3,*,0.3,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,1.9,1.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.6,,2.1,1.3,,1.6,0.5,*,0.2,0.4,*,0.1,0.1,,0.1,0.3,,60530,60503,c,87.1,85.7,*,11.7,12.1,,0.6,0.8,,2,2,,N,N,,0.6,0.7,,Hispanic or Latino,60530,60503,c,Hispanic or Latino,3.8,3.5,c,N,N,,N,N,,N,N,,N,N,,96.2,96.5,c,82,82.4,*,10,10.6,,0.3,0.1,*,1.9,1.9,,0,0,,0,0.1,,2,1.3,,0,0,,2,1.3,,27111,27093,
Albert Lea,Minnesota,10660,Micro,Sex and Age,31041,Male vs Female Percent,31267,c,49.4,50.4,*,50.6,49.6,*,Age Distribution,5.9,6.2,,7,5.1,*,5.3,6.8,*,5.8,6.6,*,5.7,4.6,*,10.3,10.6,,10.4,11.5,*,15.2,15,,7.2,7.4,,6.5,5.9,,10.2,9.6,*,6.6,6.1,,3.9,4.5,,44.7,44.3,,78,77.8,,75.2,74.2,*,24.4,23.4,*,20.8,20.1,*,24199,24320,,49.1,49.3,,50.9,50.7,,6450,6299,*,43.6,42.9,,56.4,57.1,,Race,31041,31267,c,98.7,98.6,,Race Distribution,1.3,1.4,,98.7,98.6,,95,95.8,,1.1,0.5,*,0.4,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.1,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,1.5,,1.3,1.4,,0.1,N,,0.4,N,,0.3,N,,0,N,,31041,31267,c,96.1,97.2,,1.2,1.5,,0.8,0.5,,1.5,N,,N,N,,1.7,1.7,,Hispanic or Latino,31041,31267,c,Hispanic or Latino,9.1,8.5,c,N,N,,N,N,,N,N,,N,N,,90.9,91.5,c,87.3,89.1,*,1.1,0.5,*,0.2,0.3,,1.1,0.4,,0,0,,0.2,0.1,,1,1.2,,0.2,0,,0.8,1.2,,14214,14225,
Albertville,Alabama,10700,Micro,Sex and Age,94365,Male vs Female Percent,92173,c,49.1,49.3,,50.9,50.7,,Age Distribution,6.9,7.4,*,7.1,6.7,,6.7,6.8,,6.6,7.1,*,6.3,5.8,*,12.2,12.4,,12.8,12.9,,13.6,14.4,*,6.3,6.5,,6.1,5.5,,8.9,8.4,*,4.6,4.5,,1.9,1.8,,38.8,38.3,,75.2,74.8,*,71.6,71.2,,19,17.6,*,15.4,14.7,*,70990,68933,*,48.5,48.3,,51.5,51.7,,14530,13525,*,42.9,42.3,,57.1,57.7,,Race,94365,92173,c,98.1,98.3,,Race Distribution,1.9,1.7,,98.1,98.3,,92.4,93.7,*,1.8,1.4,*,0.7,1,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,2.8,1.6,,1.9,1.7,,0.6,0.7,,0.8,0.5,,0.2,0.1,,0,0.1,,94365,92173,c,94,95.3,,2.6,2.1,*,1.5,1.6,,0.7,0.7,,0,N,,3,1.9,,Hispanic or Latino,94365,92173,c,Hispanic or Latino,12.7,11.5,c,8.9,N,,0.3,N,,0,N,,3.4,N,,87.3,88.5,c,83,84.6,*,1.8,1.4,*,0.5,0.7,,0.5,0.5,,0,0.1,,0,0,,1.6,1.2,,0.1,0,,1.5,1.2,,40200,40167,
Albuquerque,New Mexico,10740,Metro,Sex and Age,900044,Male vs Female Percent,876645,c,49.2,49.1,*,50.8,50.9,*,Age Distribution,6.5,6.9,*,6.7,6.9,,6.8,6.7,,6.6,7,*,7.1,7.1,,14.1,13.8,*,12.5,13,*,13.8,14.6,*,6.7,6.4,*,6,5.6,*,7.7,6.7,*,4,3.8,,1.6,1.6,,36.9,36.3,*,76.1,75.3,*,72,71.1,*,16.7,15.2,*,13.3,12.1,*,684705,660236,*,48.6,48.5,*,51.4,51.5,*,119458,105905,*,44.4,43.5,*,55.6,56.5,*,Race,900044,876645,c,96.2,96.6,*,Race Distribution,3.8,3.4,*,96.2,96.6,*,71.8,70.3,*,2.8,2.6,,5.5,5.8,*,0,(X),,0,(X),,2.1,(X),,0,(X),,1.9,2,,0.3,(X),,0.4,(X),,0.3,(X),,0.2,(X),,0.1,(X),,0.4,(X),,0.3,(X),,0.1,0.1,*,0,(X),,0,(X),,0,(X),,0,(X),,14.1,15.9,*,3.8,3.4,*,0.5,0.4,,0.9,0.7,,0.6,0.5,*,0.1,0.1,,900044,876645,c,75,73.2,*,3.7,3.3,*,6.9,6.9,,2.9,2.6,*,0.3,0.2,*,15.3,17.3,*,Hispanic or Latino,900044,876645,c,Hispanic or Latino,47.4,46.2,*,25.6,23.3,*,0.4,0.4,,0.4,0.3,,21,22.2,*,52.6,53.8,*,41.4,42.7,*,2.3,2.3,,4.9,5.1,*,1.8,1.9,,0.1,0,,0.2,0.2,,1.9,1.5,*,0.1,0.1,,1.8,1.4,*,376498,372622,*
Alexandria,Louisiana,10780,Metro,Sex and Age,154490,Male vs Female Percent,153242,c,49.3,48.9,*,50.7,51.1,*,Age Distribution,6.7,6.8,,6.5,6.6,,7.6,7.5,,6.8,7.5,*,6.7,6,*,13.3,13,,12.3,12.7,*,13.7,14.6,*,6.9,6.1,*,5.4,5.6,,8,7.6,*,4.5,4.4,,1.6,1.5,,37.2,37.5,,74.9,74.5,*,70.8,70,*,17.3,16.5,*,14.1,13.5,*,115787,114143,*,48.8,48.3,*,51.2,51.7,*,21706,20663,*,43,42.4,,57,57.6,,Race,154490,153242,c,98.6,98.4,,Race Distribution,1.4,1.6,,98.6,98.4,,66.6,66.3,,29.5,29.7,,0.7,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,0.9,*,0.2,(X),,0.3,(X),,0.1,(X),,0,(X),,0.1,(X),,0.1,(X),,0.5,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.7,,1.4,1.6,,0.4,0.5,,0.6,0.5,,0,0.2,*,0.1,0,,154490,153242,c,67.8,67.8,,30.1,30.4,*,1.5,1.3,,1.4,1.3,,0.1,N,,0.6,1,,Hispanic or Latino,154490,153242,c,Hispanic or Latino,3.2,2.9,*,2.4,2,*,0.1,0.2,,0.1,0.1,,0.6,0.6,,96.8,97.1,*,64,64.3,*,29.4,29.6,,0.7,0.7,,1.3,0.9,*,0.1,0,,0.1,0.2,,1.3,1.4,,0.1,0.1,,1.2,1.4,,65194,64497,
Alexandria,Minnesota,10820,Micro,Sex and Age,36413,Male vs Female Percent,36057,c,50,50,,50,50,,Age Distribution,5.4,6.3,*,6,5.6,,6.5,6.1,,5.6,6.4,*,5.7,5.6,,11.3,11.4,,10.6,10.8,,13.9,15.1,*,7.4,6.8,,6.9,6.3,,10.8,9.9,*,7.1,6.8,,2.7,2.8,,44.1,43.1,*,78.5,78.3,*,75,74.7,,24.8,23.4,*,20.6,19.6,*,28595,28233,*,49.6,49.9,,50.4,50.1,,7519,7070,*,45.1,45.1,,54.9,54.9,,Race,36413,36057,c,98.9,99.1,,Race Distribution,1.1,0.9,,98.9,99.1,,97.7,98,,0.5,0.2,,0.2,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,0.3,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0,,1.1,0.9,,0.3,N,,0.4,N,,0.4,N,,0,N,,36413,36057,c,98.8,98.9,,0.8,0.5,*,0.6,0.9,*,0.7,0.6,,N,N,,N,N,,Hispanic or Latino,36413,36057,c,Hispanic or Latino,1.3,1,c,N,N,,N,N,,N,N,,N,N,,98.7,99,c,96.7,97.2,*,0.5,0.2,,0.2,0.4,,0.3,0.3,,0,0,,0,0,,1.1,0.8,,0,0,,1.1,0.7,*,20263,19883,*
Alice,Texas,10860,Micro,Sex and Age,41522,Male vs Female Percent,40702,c,49.9,49.6,,50.1,50.4,,Age Distribution,7.9,8.3,*,7.1,7.2,,8.8,8.6,,7.2,8.2,*,6.7,6.3,,13.2,11.8,*,10.9,12.3,*,12.8,13.5,*,6.5,6.2,,5.3,5,,7.5,6.9,*,4.6,4.2,,1.6,1.5,,34.2,34.5,,71.7,70.9,*,67.3,65.9,*,16.5,15.2,*,13.7,12.6,*,29790,28855,*,48.7,48.4,,51.3,51.6,,5691,5144,*,44.1,43.5,,55.9,56.5,,Race,41522,40702,c,99.2,97.8,*,Race Distribution,0.8,2.2,*,99.2,97.8,*,92.7,89.6,*,0.5,0.9,,0.6,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,4.8,7,,0.8,2.2,*,N,N,,N,N,,N,N,,N,N,,41522,40702,c,93.5,91.8,,0.8,1.2,,1,0.4,,0.7,0.2,*,N,N,,5.1,8.6,*,Hispanic or Latino,41522,40702,c,Hispanic or Latino,79.1,78.4,c,N,N,,N,N,,N,N,,N,N,,20.9,21.6,c,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,N,N,,16115,16102,
Allentown-Bethlehem-Easton,Pennsylvania,10900,Metro,Sex and Age,826311,Male vs Female Percent,817990,c,48.8,48.7,*,51.2,51.3,*,Age Distribution,5.5,5.8,*,6.2,6.4,,6.3,6.5,,6.9,7.2,*,6.3,6,*,11.5,11.2,*,12.7,13.7,*,15.4,15.8,*,7.2,6.7,*,6.1,5.6,*,8.2,7.4,*,5,5.5,*,2.7,2.2,*,41,40.3,*,77.9,77.1,*,73.7,72.7,*,19.4,18.2,*,15.9,15.1,*,643965,630358,*,48.1,47.9,*,51.9,52.1,*,131081,123837,*,42.6,41.9,*,57.4,58.1,*,Race,826311,817990,c,97.6,98.1,*,Race Distribution,2.4,1.9,*,97.6,98.1,*,84.9,86.1,*,5.3,5,,0.2,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,2.7,2.5,*,1,(X),,0.5,(X),,0.3,(X),,0,(X),,0.2,(X),,0.3,(X),,0.3,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,4.5,4.3,,2.4,1.9,*,1.1,0.8,*,0.2,0.3,,0.3,0.2,*,0,0,,826311,817990,c,87,87.8,*,6.8,6,*,0.6,0.6,,3.2,2.9,*,0.1,0.1,,5,4.7,,Hispanic or Latino,826311,817990,c,Hispanic or Latino,14.1,12.5,c,1,0.9,,8,7.4,*,0.3,0.3,,4.8,3.9,*,85.9,87.5,c,77,79.2,*,4.4,4.2,*,0.1,0.1,,2.6,2.5,*,0,0,,0.2,0.2,,1.6,1.2,*,0.1,0.1,,1.5,1.2,*,342864,341131,*
Alma,Michigan,10940,Micro,Sex and Age,42014,Male vs Female Percent,42507,c,53.1,52.4,*,46.9,47.6,*,Age Distribution,5.3,5.6,*,5.3,6.4,*,6.3,6,,7.2,7.3,,8.5,7.4,*,13.2,12.3,*,12.1,14,*,14.6,14.9,,6.2,6,,6,5.6,,8.1,7.4,*,4.6,4.6,,2.8,2.5,,38.8,38.6,,79.3,78.2,*,73.9,72.7,*,18.6,17.6,*,15.5,14.5,*,33301,33245,,53.9,52.9,*,46.1,47.1,*,6503,6156,*,44.1,43.5,,55.9,56.5,,Race,42014,42507,c,98.2,97.8,,Race Distribution,1.8,2.2,,98.2,97.8,,91,91.9,*,5.6,3.8,*,0.5,1,,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.4,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.7,,1.8,2.2,,0.1,0.3,,0.9,1.4,,0,0.1,,0,0.3,,42014,42507,c,92.7,93.8,*,6,4.4,*,1.5,2.7,*,0.2,0.5,*,0.1,N,,1.5,0.8,*,Hispanic or Latino,42014,42507,c,Hispanic or Latino,5.5,5.3,c,N,4.8,,N,0.3,,N,0,,N,0.3,,94.5,94.7,c,87.1,87.7,*,5.6,3.7,*,0.4,1,,0.1,0.4,*,0,0,,0.1,0,,1.1,1.9,*,0,0,,1.1,1.9,*,16200,16342,
Alpena,Michigan,10980,Micro,Sex and Age,29231,Male vs Female Percent,29801,c,49.2,49.1,,50.8,50.9,,Age Distribution,4.7,5,,5.8,4.9,,5.6,6.7,*,5.9,6.8,*,5.2,5.1,,9.7,9.7,,10.8,11.4,*,15.8,16.8,*,8.8,7.7,,6.8,6.6,,10.7,10,*,7.2,6.8,,2.7,2.4,,46.9,45.3,*,80.2,79.1,*,76.5,75.6,*,24.4,22.9,*,20.7,19.2,*,23429,23562,,48.7,48.5,,51.3,51.5,,6048,5711,*,44.6,43.7,*,55.4,56.3,*,Race,29231,29801,c,98.7,99.2,,Race Distribution,1.3,0.8,,98.7,99.2,,96.8,97.5,*,0.5,0.6,,1,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.7,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.4,,1.3,0.8,,0.3,N,,0.6,N,,0.1,N,,0,N,,29231,29801,c,98.1,98.2,,0.9,0.7,*,1.7,0.8,*,0.2,0.7,*,N,N,,0.3,0.4,,Hispanic or Latino,29231,29801,c,Hispanic or Latino,1.2,1.1,c,N,N,,N,N,,N,N,,N,N,,98.8,98.9,c,96.2,96.8,*,0.4,0.6,,0.9,0.1,*,0.1,0.7,*,0,0,,0,0,,1.1,0.7,,0,0,,1,0.7,,15963,16031,
Altoona,Pennsylvania,11020,Metro,Sex and Age,126839,Male vs Female Percent,127101,c,48.6,48.6,,51.4,51.4,,Age Distribution,5.7,5.7,,5.9,6,,5.6,5.7,,6.1,7.3,*,6.7,5.7,*,11.1,11.4,*,11.9,12.3,*,14.1,15,*,7.5,7.1,,6.8,6.1,*,9.4,8.5,*,6.1,6.4,,2.9,2.8,,42.6,41.8,*,79.3,78.6,*,74.8,74.2,*,22.2,21,*,18.4,17.6,*,100527,99943,*,47.9,47.7,*,52.1,52.3,*,23345,22399,*,42,40.9,*,58,59.1,*,Race,126839,127101,c,98.6,99.2,*,Race Distribution,1.4,0.8,*,98.6,99.2,*,96.2,96.4,*,1.6,1.9,,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0,0.3,*,1.4,0.8,*,0.7,0.4,,0.3,0.3,,0.2,0,*,0,0,,126839,127101,c,97.5,97.2,*,2.5,2.3,*,0.5,0.3,*,0.9,0.7,*,N,N,,0.1,0.3,,Hispanic or Latino,126839,127101,c,Hispanic or Latino,1,1,c,0.3,0.4,,0.6,0.2,*,0,0,,0.2,0.4,,99,99,c,95.3,95.7,*,1.6,1.8,,0.1,0,,0.6,0.6,,0,0,,0,0,,1.4,0.7,*,0,0,,1.3,0.7,*,56050,56295,
Altus,Oklahoma,11060,Micro,Sex and Age,26225,Male vs Female Percent,26263,c,49.5,50.8,*,50.5,49.2,*,Age Distribution,7.6,8.3,*,8.4,7.6,,6,6.1,,6.5,7.2,,8.5,8,,13.3,13.1,,12,12.4,,12.9,13.7,,7.2,5.4,*,4.5,5.1,,7.1,7.2,,4.3,4.7,,1.6,1.3,,34.1,34.8,,74,73.6,*,69.2,69.2,,15.6,16.3,,13,13.2,,19410,19330,*,49.1,49.5,,50.9,50.5,,3403,3478,,44.8,42.2,*,55.2,57.8,*,Race,26225,26263,c,93,93,,Race Distribution,7,7,,93,93,,75,77.6,,8,7.2,,1.5,1,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,1.3,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0,,N,(X),,N,(X),,N,(X),,N,(X),,6.8,5.9,,7,7,,0.4,1.2,*,5.3,3.2,,0.5,0.3,,0,0.6,*,26225,26263,c,81.7,83.8,,8.8,9.9,,7.1,5.7,,1.9,1.6,,0.4,N,,7.4,6.4,,Hispanic or Latino,26225,26263,c,Hispanic or Latino,21.9,20.4,c,19.8,18.6,,0.1,1.3,*,0.1,0,,2,0.5,*,78.1,79.6,c,64.8,66.3,*,7.7,6.4,*,0.8,0.8,,1.3,1.3,,0.4,0,,0,0.1,,3.1,4.7,*,0,0.1,,3.1,4.6,*,12089,12100,
Amarillo,Texas,11100,Metro,Sex and Age,256766,Male vs Female Percent,247350,*,50,49.8,,50,50.2,,Age Distribution,7.4,7.6,*,7.7,7.2,,7,7.2,,6.8,7.3,*,7.4,7.4,,14.7,14,*,12.4,12.8,*,12.8,13.8,*,6.2,5.7,*,5.3,4.9,,6.8,6.4,*,4,3.8,,1.5,1.7,,34.3,34.3,,73.8,73.7,,69.6,69.1,*,15.3,14.8,*,12.3,11.9,*,189531,182408,*,49.6,49.5,,50.4,50.5,,31513,29453,*,43.5,42.8,*,56.5,57.2,*,Race,256766,247350,*,96.9,97.3,,Race Distribution,3.1,2.7,,96.9,97.3,,84.7,84.5,,5.9,6.1,,0.7,0.7,,0.2,(X),,0,(X),,0,(X),,0,(X),,2.8,2.5,*,0.2,(X),,0.1,(X),,0.2,(X),,0,(X),,0.2,(X),,0.8,(X),,1.3,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,2.7,3.5,*,3.1,2.7,,1,0.4,*,0.7,0.6,,0.3,0.3,,0.1,0.1,,256766,247350,*,87.4,86.7,,7.2,6.9,,1.6,1.5,,3.3,2.9,*,0.4,0.1,*,3.4,4.6,*,Hispanic or Latino,256766,247350,*,Hispanic or Latino,26.5,24.9,*,24.1,23.1,*,0.2,0.3,,0.2,0.1,*,2,1.3,*,73.5,75.1,*,62.9,64.8,*,5.5,5.9,*,0.5,0.5,,2.7,2.4,*,0.1,0.1,,0.1,0.1,,1.8,1.3,*,0.1,0.1,,1.8,1.2,*,104762,101947,*
Americus,Georgia,11140,Micro,Sex and Age,37819,Male vs Female Percent,37226,,48,47.6,,52,52.4,,Age Distribution,6.3,7.1,*,8.3,7.9,,6.3,6.7,,8.6,8.4,,7.7,9.1,*,12.5,11.6,,11.6,12,,13.3,13.5,,6.9,6.8,,4.8,4.6,,8.1,6.8,*,4.3,3.3,*,1.4,2.3,*,35.5,34.4,,74.5,74,,68.3,67.5,,17,14.3,*,13.9,12.3,*,28178,27531,*,47.2,46.6,,52.8,53.4,,5238,4573,*,43.8,39.8,*,56.2,60.2,*,Race,37819,37226,,97.8,99.3,,Race Distribution,2.2,0.7,,97.8,99.3,,47.8,48.1,,46.4,48.8,*,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.4,1.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,2.3,0.6,*,2.2,0.7,,N,N,,N,N,,N,N,,N,N,,37819,37226,,49.9,48.9,,47.8,49.4,,0.5,N,,1.5,1.6,,N,N,,2.8,0.7,*,Hispanic or Latino,37819,37226,,Hispanic or Latino,5.1,4.6,,N,N,,N,N,,N,N,,N,N,,94.9,95.4,,45.4,44.6,,46.4,48.1,,0,0,,1.4,1.6,,0,0,,0,0.3,,1.7,0.6,,0,0,,1.7,0.6,,16217,15972,
Ames,Iowa,11180,Metro,Sex and Age,91623,Male vs Female Percent,88897,c,51.7,51.5,,48.3,48.5,,Age Distribution,4.9,5.2,*,5,5.1,,4.9,4.6,,11,10.9,,22.3,21.5,*,13.2,14,*,9.2,9.3,,9.8,10.7,*,4.5,4.8,,4.9,4,*,5.2,5,*,3.3,3.1,,1.7,1.8,,26.2,26.4,,82.5,82.3,*,68.5,67.7,,12.9,12.5,,10.3,9.9,*,75622,73123,*,51.7,51.8,,48.3,48.2,,9396,8808,*,43.4,42.8,,56.6,57.2,,Race,91623,88897,c,98.1,99,*,Race Distribution,1.9,1,*,98.1,99,*,88.8,89.1,,2.4,2.6,,0.1,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,6.4,6.2,,1.6,(X),,3.2,(X),,0.3,(X),,0.1,(X),,0.5,(X),,0.3,(X),,0.4,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.8,*,1.9,1,*,0.9,0.4,*,0.3,0.3,,0.6,0.3,,0,0,,91623,88897,c,90.7,90.2,,3.4,3,*,0.4,0.6,,7,6.5,*,N,N,,0.4,0.8,*,Hispanic or Latino,91623,88897,c,Hispanic or Latino,3.2,2.9,c,2.3,1.4,*,0.3,0.5,,0.1,0.1,,0.4,1,*,96.8,97.1,c,86.3,87.2,*,2.2,2.5,,0.1,0.1,,6.4,6.2,,0,0,,0,0.1,*,1.8,1,*,0,0,,1.8,0.9,*,37203,36504,*
